            1
         1000        1250         500 3135
     223     499     239     684     473     370     997     274     971     653
     564     603     879     518     966     284     619     283     174     165
     190     420     583      68     322     918     887     389     475     910
     456     415     382     570     532     412     193     578     537     120
      51     476     207     678     155     964     328     698     233     574
     501     994     940     116     387     320     482     781     310     372
     863     531      56     662     388     458     453     828     340     783
     427     222     688     132     289     211     640     175     227     837
     479     679     846     922     773     522     596     234     528     746
     605     226     592     488     670     392     927     238     839     762
     902      15      63     256     477     231     135     269     955     403
     455     404     516     373     483     101     609      38     438     941
     515     859     865     791     713     752       1     750     106     304
     423     508     510     119     702     634     172     235     236      43
     242     641     196      85       7     999     566     298     777     803
     245      84     342     666     973     204     638     330      28     903
      76     759     261     595     544     572      78     568     734     249
     182     398     849      11     511     721      17     744      21     214
     158      27      19     594     620     989     314      14     152     895
     205     647     422     716     466     317     855     355     509      83
     937     618     520     424     315     125     160     100     643     728
      57     745     297     655     428     552     818     395     243     816
     672     602     633     986     968      93     311     418     347     399
     767     957     178     180     331     648     189     474     943     346
     471     432     844      10      39     811     884     590     198     454
     892     993     143     457      75      55     353     820     333     965
     150     560     549     241       9     131      79     489     337    1000
     725     885     794      49     421     498     425     535      74     740
     613      13     486     829     349     909     851      81     208     519
     219     928     686     266     947     962     323     312     263     584
     761     936     917     561     171     491     925     449     899     334
     771     582     237     534     896     173     864     433     853     530
     822     463     775      41     705     810     367     717     644     414
     656     801     434     216     798     273     893     804     575     635
     833     169     687     858     253     788     345     723     335     601
     292     787     622     187     607     377     888     451     294      62
     712     134       6     326     308     748     408     956     809     585
     470     987     275     559     990     696      36     117     608      52
     953     348      60     708     756     700     950     246      45     441
     121     738      80     429     543      47     203     724     527     784
     646     356     871     789     305     386     886     166     168     668
     604     755     139     967     339     742     869     935     904     419
     550     114     961     376     979     497     992     697     209     659
     338     490     827     299     701     523     778     529     567     397
     749     507     637     431      48     493     711     153     309     806
     900     229     554     336     854      69     977     396     944     215
     484     714     710     409     194     631     290     255     142     127
     610     286     248     681     437     225     224     140     891     730
     267     360     557     363     313      44     872     126     496     341
      72     287     157     627     401      99     450     260     658     984
      26      74      97      45      32      65      47      54      78      86
      57      74      85      88      24      11      93       4      71      79
       4      50      23      41      51      65      84      33      97      29
      59      53      94      33      70      73       8      55      24      18
      29      16      79      74      12      63      94      34      43      58
      33      15      56      92      74      74       8      66      86      62
      55      26      63       9      19      23      77      19      22      72
      34      69      70      97      66      71      34      77      97      75
      97       6      63       3      16      93      41      59      11      88
      43      62      50       4      75      39      66      85      47       3
       4      28       1      81      76      61      39      77      84      84
      90      66      27      34       3      31      33      80      43      10
      68      41      98      68      91       5      61       6      56      80
      69      93       6      43      88      93      45      59      16      99
      58      49      82       1       7      30       6      65      17      98
       1      14       2      98      24      88      50      37      92      41
      78      25      37      26      38      23      42      69       7      33
      22      40      73      55      10      19      89      61       6      14
      30      90      17      26      32      20      55      42      15      38
      66      54      99      53      83       9      13      38      90       2
      37      82      80      69      90      44       5      35      32      94
      65      67      28      67      70      20      77      67      62       5
       3      58      65      40      93      13      41      62      31      91
      13      62      30      44      47      96      55      77      17      76
      63      94      55      45      22      13      85      94      12      56
      64       1      62       6      86      88      31      55      64      85
      38      36      11      34      16      87      13       5       1      17
      27      98      17       9      58      16      57      55      18      15
      92      44      19      78      79      96       2      74      34       6
      70      13      92      56      77       4      55      67      24      40
       2       4      18      19      54      15      26      67      54      42
      83       7       8      63      99      65      49      69      73      45
      77      58      88      24      96      10      38      93      76      97
      81      47      58      58      57      43      67      68      49      44
      87      82      90       8      34      84       2      38      48      33
      79      73      49      11      59      99      25      97      44      65
      87      37      92      31      51      97      24      86      20      19
      78      80      35      76      71      35      27       7      89      43
      59      41      88      47      90      38      80      26      67      93
      73      41       5      28      97      79       5      75      14      26
      39      43      76      55      82      53      76       2      36      57
      47      31      68       6      61      20      95       4      21      73
      88      54      34      62      16      28      10      51       4      61
      43      77      68      14      97      69      36      73      17      51
      71      64      96      80      40      73      73      11      52      15
      18      78      45      94      52      36      33      47      41       9
      58      17      35      37      26       9      47      61      84      56
      30      17      62      15      85      97      71      68      23      81
       4      43      96      65       8      43       1      13      71      76
      53      31      81      97      42      14      87       3      86      52
   888   529     7   888   274    10   112   274     9
   179   529     9   274   239     1   888   840     4
   956   888     2   239   543     8   313   956     2
   888    95     8   851   239     7    45    95     3
   389    95     7   179   238     3   508   389     6
   179   375     2   114   112     1   529   173     5
   530   274     2   543   885     3   195   508     4
    38   543     7   840   737     2   956   511     6
    45   715     8   389   518     4   274   398     6
    95   455     3   432   398     4   518   949     4
   771    95     7   956   158     6   210   432     7
   543   974     2   263   771     8   402   885     4
   195    11     7   173   727     8   455   797     5
   511   120     6   459   797     2   112   533     5
   411   956     4   361   737     4   181   313     7
   421   179     5   974   700     6   855   313     1
   139   533     8   117   375     1   368   263     3
   499   855     9   113   274     8   637   117     1
   244   715     1   402   456     8   504   511     4
   771   165     5   480    11     6   761   456     5
   956   988     1   191   368     2   700   559     8
   542   533     8   402    58     3   173    68     7
   263   416     4   432     1     2   487   411     2
   619   855     1   336   619     6   274   597     6
   530   388     9   453   487     6   345   533    10
   680   487     4   755   542     1   926   700     8
    11   188     1    68   857     3   220   511     4
   117   889     2   453   979     5   680   461     1
   461   708     3   231   857     9   619   415     7
   727   137     3    68   953     2   855   553     7
   357   114    10   733   137     4    11   872     2
   817   368    10   669   220     4   817   194     2
   737   233     7   699    95     6   959   542     6
   406     1    10   715   602     6   144   231     6
   920    11     5   423   402     6   974   599     5
   727   575     2   699   438     6   231    49    10
   366   263     6   144   862     4   451   669     4
   191   560     2   547   191     2   817   639     9
   705   771     1   553   169    10   426   619    10
   144   954     9   925    38     7   599   668     5
   220   919    10   958   885     1   431   888     3
   529   612     6   718   459     3   988    25     6
   171   357     7   144   541     9    95   567     8
   316   415     9   917   406     9   358   612     7
   612   904     8   361   985     4   261   233     8
   456   946     2   461    42     3   430   459     6
   958   656     4   366    69    10   499   295     4
    49   975     8   910   112     6   699   434     6
     9   389     2   358   777     1    31   959     3
   575   824     3   375   642     6   480   278    10
   220   348     9   244   304     1   621   656     4
   585   639     2   889   341     7   966   840     6
   316   731     8   504   943     1   638   575     4
   706   357     1   499   962     3   374     1     2
   953   300    10   593   406     3   570   669     6
   568   139     8   266    25    10   191   711     7
   647    58     1   191   848     9   274   955     7
   480   916     1   847   231     8   851    46    10
   461   436     4   699   222     3   416   745     9
   424   700     4   194   506     5   705   720     5
   247    95     7    10   840     2   458   553     1
   954   217    10   682   388     2   393   593     2
   508   151     4   808   358     3   965    46    10
   656   590     4    23   436     1   797   880     4
   925   284     1   816   375    10   744   511     3
   210   347     1   461   987    10   378   733    10
   214   195     6   284   641     9   480     5    10
   544   541     1   254   499     4   299   233     1
   700   580     6   225   480     2   106   455     8
   602   465     2   251   423     2   138   919     1
   406   227    10   638   893     4   189   284     6
   487   937     1   775   411     7   543   707    10
   374   182     1   965   433     5   908   775     8
   800   949     7   908   364     1   865   612     6
   959   660     9   231   143     6   744   371     4
   707   236    10   953   749     8   848   505     8
   699   623     6   671   144     7   204   424     3
   811   949     2   274   594     5   941   919     3
   634    49    10   173   886     1   111   204     7
   682   907     1   668   644     7   511   834     9
   322   656     6   791   398     1   490   389     5
   228   424     3    94   660     7   695   506     4
   904   213     7    38   481     5   194   576    10
   958   175     9   104   261     4   208   138     3
   777   376     2   481   793    10   848   788     4
   997   621     5   870   642     7    68   474     1
   544   653     5   104   844     2   398   772     3
   618    95     5    68   155     3   244   635     7
   544    54     6   809   737    10   366   773    10
   100   247    10   924   416     9   700    34     5
    31   193     7   551   755     4   554   619     4
   363   530     1   235    11     9   322   768     8
   950   459     2   465   838    10   365   635     4
   707   868     7    65   139     8   908   404     2
   250   300     4   889   452     1   305   816     5
   941   730     5   590   477     8   424   812     1
   503   191    10   382   857     4   366   625     2
    20   660     2   214   329     6   693   316     5
   185   544     6   991   139     4    49    89     3
   165   252     7   361   346     7   627   855     9
   272    94     6    94   472     1   926    73     2
   188   561     2   508   206     2   331   505     5
   129   165    10   693   103    10    79   988     8
   706   829     3   352   436     1   311   544     8
   271    54     2   162   398     2   261    26     2
   191   537     7   448   862     3   431    74    10
   919   215     6   575   407     7   460   236     7
   398   268     3   889   122     9   490   852     4
   932   885    10   676   642     1   513   737     2
   297   547     3   403   472     4    84   271     7
   424   645     1   872   944    10   193   579     3
   421   510    10   139   685     2   806   272     9
   111     3     1   723   171     1   706   395     9
   617   297     3    61   341     2   736   718     7
   925   207     1   781   204     8    38   674     9
   679    61     2   817   778     8   583   797     1
   443    69     5    19   668     9   856   181     3
   645    97     9   737   896     7   293   775     5
   733   592     4   134   371     4   916    67     1
   900   570     2   392   639     1   368   362     2
   143   471     3   776   642     1   336    40     7
   207   859     8   312    49     3   251   877    10
    45   854     5   855   912     7   948    94     8
   207   163     7    67    86     7   392   734     5
   134   935     1   582   106    10   742   788    10
   180   682     7   975   841     1   347   379     9
   553   825     8   558   841    10   544   822     6
   781   686    10   889   688     4   527   962     5
   866   711     6   518   616     7   784   755     2
   359   312     7   315   706     9    69   779    10
   563   865     3   484   585     9   907   324     6
   811   967    10   110   138     2   433   557    10
   433   740     5   783   143     6   929   771    10
   957   272     1   194   663     9   136    74     7
    38   166     5   484    99     1    58   670     1
   352   439     2   616    91    10   396   193     3
   801   955     7   946    15     6    89   652     7
   184   163     1    68   931     2   158   291     8
   750   575     2   956   818     8   369   818     3
   175   899     1    41    15     2   285   158     5
   282   261     4   100   658    10    20   864     1
   761   528     4   647    47    10  1000   374     6
   788   132     2    14   348    10   206   102    10
   624   426     3   950   390     8   594   980     7
   716   295     1   433   897     7   535   220     9
   311   457     4   182   807     5   245   784     4
   279   434     1   663   651     7   411   258     2
   337   114     7   654     3     7   977   980     9
   919   386     5   206    88    10   563   613     6
   335   988     6   521    20     6   613   552     2
   352   802     7    93   505     4   425   671     9
   814   707    10   781   232     8    22   812     7
   486   438     8   635   813     4   504   951     5
    99   330     9   129   401     5   665   457     7
   549   293     1   674    37     4   513   792     9
   851   147     9   381   554     6   799   641     4
   993   228    10   337   546     1   110   786     5
   456   810     4   344   932     2   588   727     3
   657   247     8   709   844     6   400   222     6
   331   485     8   188   626     8   770    46     9
   294   786     7   567   419     4   845   579     8
   770   631     4   210   640     4   874   781    10
   709   309     8   788   798     8   222   578     8
   285   412     3   795   389     7   450   578     5
   111   290     6   472   539     7   733   283     7
   607   866     4   549   496     1   307    54    10
   191   178     7   838   105     8   310   423     4
   140   433    10   725   807     5   988   630     9
   289   136     8   355   585     4   581   312     3
   887   297     5   129   109     8   640    59     9
   983   829     7   538   966     2    34   119     9
    63   563     8   735   865     5   626   646     7
   780   171     7   269   434     7   498   206     2
   288     9     7    64   100     2    81   568     7
   896   522     7   328   630     3   391   653     4
    21   669     7   385   289     3   237   136     6
   427   602     9   806   960     7   506   820     5
   895   917     9   549   713     3   722   960     5
   348   253     3   685   167     9   974    48     5
   951   418     7   170   641     1    38   913     1
    35   638     1   196   225    10   833   376     4
   109   901     5   697   730     8    98   899     1
   610    41     1  1000   399    10   717   674     9
   162   981     8   453    85     2   974   209     5
   704   955     5   612   340     6   503   146     8
   625   500     2   782   560     2   598   175     3
   872   203     9   390   905     1   671   148     9
   891   139     3   167   861     5   719   399     7
   361   927     5   507   329     6   504   846     4
   256   518     5   267   575    10   446   425     9
   780   942    10   131   508     1   829   517     9
   322   603     4   111   837     4   844   483     5
   202   745     4   544   738     4   763   676     3
   454   361     4   435   772     4   974   681     5
   744   128     9   478   119     2   511     2     2
    77   983     4   193   633     7   234   559     8
   354   833     8   875   266    10   403   712    10
   892   134     3   409   438     9   732   146     4
   468   561     9   348   262     9   210   192     2
   739   686     6   961   763    10   515    31     3
   819   382     9   452   405     6   242   179     1
   468     6     2   315   990     8   345   314    10
   882   203     7   591   269     9    75   862     1
   749   843    10   500   687     1    63   766     4
   871   957     8   921   369     3   513   894     7
   895   898     7   816    29     9   899   200     9
   435   127     8   256   939     7   448   142     8
   425   509     1   703   446     2   305    55    10
    48   417    10   325   777     8   738   849     2
    64   320     7   606   856     7   869   481     1
   772   488     4   577   797     1   784    13    10
   465   473     3   108   901    10   223   111    10
   259   328     2   810   240     4   503   422     5
   276   232     2   224   580     4   132   149     2
    94   116     5    60   396     5   980   757     1
   847   229     9   463   819    10   835   818     5
