            1
         1000        1250           5 106
     659     309     553     935     591
      26      74      97      45      32
   210   889     5   393   210     6   886   393     7
   432   393     9   441   210     2   432   347    10
   432   213     6   432   682     6   156   432     1
   393    81     2   432   868     8   146   682     4
   403   213     9   343   347     2   886   810     2
   403   854     2   403   530     6   810   168     3
   823   868    10   886   383     4   168   367     2
   810   736     9   441   257     6   810   115     4
   967   823     6   156   151     9   823   642     4
   383   652     8   213   746     2   652   832     1
   507   432     4   525   151     2   210   274     7
   854   479     7   507   985     3   207   682     4
   474   168     6   530   402     2   118   207     4
    68   168     6   810   651     6   985   435     4
   823   719     3   810   893    10   474     6     2
   115    42     8   235   402     1   417    68     2
   402   532     5   432   939     1   967   828     9
    19   393     5   352   525     9   642   723     2
   118   486     9   235   163    10   687   163     5
   152   403     3   552   441    10   548   682     4
   311   552     5   999   868     5   349   746     3
   398   441     5   118   954     2   600   810     3
   608   736     1   124   651    10   667   525     1
   854   174     7   444   507     1    42   112     7
   444    62     5   216   383     5   400   479     5
   384   115     7   667   739     2   707   118     8
   525   471     3   569   608     1   719    14     8
   608   950     7   115   455     9   985   261     4
   278   985     1   152   611     3   579    14     6
   403   812     1   579   794     5   746   203    10
   450   868     8   486   777     5   530   338     7
   681   486     4   435   974     1   552   626     6
   974    64     6   115   884     9   714   343     8
   270   950     6   652   498     4    72   707     2
   939   815     2    74   626     3   854   855     9
   152   882     7   886   497     3     9   393     6
   235   710     6    76   889     5   591   384    10
    76   857     3   736   157    10   974   709     9
   432   753     7    40     9     8   710   691     2
   878   257     4   352   526    10   855    63     5
    42    28     8   709    45     8   726   526     4
   311   675     8   904   213     5   401   710     4
   367   505     5   796   278     5    42   782     3
   686   651     4   837    81     1   262   444    10
   725   878     7   706   432     1   177   393     5
   823   487     8   142   235     5   837   135     7
   254   115     7   909   157     4   975    40     8
   251   152     7   242   739     1    28   671     2
   675   640     3   432   604     2   168   580     9
   834   753     3   667   496    10   546   124     6
   626   483     5   483   331     9   892   151     6
   909   540     6   151   648     2   248   552     9
   103   135     2   687   234     8   683   497     1
   640   711     1   233   540     9   309   441     6
   180   939     2   828   388     2   184   711     2
   238   435    10    40   306    10    50   400     3
   652   908     1   930   815    10   745   400     3
   381   552     4   999   605     9   892   835     2
   744   967    10   432   926     5   648   121     6
   782   881     8    49   403     3   468   103     7
   455    43    10   384   755     4   363   497     1
   352    55    10    68   382     7   151   327     9
   908   730     1   916   707     7   269   974     6
   228   257     4   165   651     9   569   848     8
   362   525     8   124   819     1   853   889     9
   975   538    10   131   671     6   288   486     1
   148   398    10   729   103     3   104   207     3
   291   954    10   208   714     6   548   941     1
   457   736     1   620   538     3   891   103     4
   746   521     2   815   717     1   674   710    10
    84   207     1   872   686    10   185   744     4
   883   505    10    84   523     7   601   417     1
   155   309     6   918   717    10    64   734     9
    76    39     5   784   331     6   954   965     3
    42    70     2   914   457     1   370   782     1
   393    52     1   466   823     4   452   706     1
   350   908     1   739   153     6   186   401    10
   468    60     2    83   914     2   711   820     9
   548   447     9   457   859     2   904   130     2
   455   187     5    30   975     1   331   408     1
   487    56     5   468   139     5    49   303     3
   608   694     8   627   497     9   751   881     9
   182   796     8   134   168     4   306    53     7
   208    46     2   450   644     5   748   723     3
    83   427     8    61    46     6   611   225     7
   429   974     1   330   248     9   823   695     3
   261   897     7     1   163    10   199   965     4
   803   755     1   174    65     2   696   538     1
    56   945     7   828   190     7   801   330     3
    43   273     5    65    47     8   634   347     4
   149   965     5   312    14     1   538   386     4
   187   284     8   238   799     3   487   563     3
   678   891     1   861   563    10   276   819     8
