1 
100 284 32 926238
4 
8 
11 
12 
15 
19 
20 
23 
24 
26 
27 
29 
32 
34 
36 
41 
44 
50 
51 
53 
54 
55 
63 
66 
71 
77 
79 
83 
88 
92 
93 
99 
74550 
21612 
82030 
93512 
24309 
6573 
4790 
94378 
65656 
40207 
76609 
98221 
41763 
23481 
47790 
47920 
12863 
41877 
120 
59853 
28653 
53621 
25239 
13576 
4332 
70702 
99355 
98552 
56325 
30370 
73693 
21012 
1 10 79854 
1 62 42098 
2 35 95288 
2 48 63477 
2 50 79742 
2 75 89080 
2 92 94398 
3 23 52426 
3 31 23900 
3 46 39957 
3 47 46848 
4 17 44975 
4 20 40016 
4 35 85075 
4 37 49871 
4 70 84255 
4 95 71902 
5 79 55797 
5 84 49079 
5 93 97486 
5 98 44972 
6 11 57525 
6 34 66118 
6 35 97924 
6 48 22247 
6 51 20512 
6 85 36394 
7 10 80300 
7 25 77707 
7 33 64299 
7 50 68235 
7 56 32384 
8 58 55957 
8 59 55018 
8 72 74682 
8 99 82485 
9 12 60279 
9 18 58478 
9 42 63551 
9 59 52864 
9 73 3117 
9 90 50371 
9 96 30558 
10 44 15146 
10 51 48884 
10 75 13063 
11 43 66039 
11 59 85564 
12 17 37799 
12 20 10596 
12 69 23029 
13 40 88977 
13 53 90955 
13 65 66399 
13 70 49345 
13 86 65167 
13 96 30048 
13 98 79394 
14 44 77378 
14 48 83841 
14 54 1836 
14 64 30983 
15 40 74082 
15 57 85917 
15 59 6284 
15 84 70660 
16 20 81485 
16 34 84670 
16 39 16558 
16 91 93933 
16 96 17642 
17 26 9546 
17 76 94788 
18 27 94887 
18 51 70156 
18 60 25964 
18 66 63907 
18 71 65920 
18 78 33825 
18 82 809 
18 83 59018 
18 85 84982 
18 92 40848 
19 54 12415 
19 82 69331 
19 87 8793 
20 42 25741 
20 82 38636 
20 90 1467 
21 75 60974 
21 80 35777 
21 86 79215 
21 90 73423 
22 41 49554 
22 55 7630 
22 70 37627 
23 38 83840 
23 53 58663 
23 58 20316 
23 76 62241 
23 96 73558 
24 52 68455 
24 72 29199 
24 76 28698 
24 92 36793 
24 97 97910 
25 31 89699 
25 64 83776 
25 93 11440 
26 39 50626 
26 42 59550 
26 43 44557 
27 51 81748 
27 55 61848 
27 61 4561 
27 69 2456 
28 32 8297 
28 56 31439 
28 63 27475 
28 64 13281 
28 97 250 
29 34 4460 
29 60 17040 
29 68 37906 
29 85 62885 
29 86 45916 
29 94 31377 
30 42 55783 
30 45 35030 
30 58 62972 
30 64 47324 
30 65 28161 
30 80 43470 
30 89 48051 
30 91 95375 
30 99 5089 
31 37 99829 
31 52 69064 
31 74 48902 
31 80 71585 
31 90 68877 
32 56 79382 
33 41 9466 
33 42 75952 
33 49 62267 
33 66 18879 
33 80 44945 
33 89 77431 
33 90 96526 
34 40 40083 
34 59 4736 
34 66 39860 
34 68 79944 
34 76 43383 
34 78 12932 
34 86 35715 
34 98 61963 
35 68 96211 
36 41 69877 
36 50 92224 
36 61 50819 
36 68 44728 
36 85 17764 
36 90 69231 
37 69 66885 
37 74 73627 
37 81 72030 
37 95 34001 
37 98 2627 
38 77 43035 
38 78 24404 
39 80 68789 
39 96 46158 
40 55 94934 
40 67 11593 
40 91 21086 
40 95 72864 
40 99 49204 
41 44 45347 
41 48 91523 
42 67 92163 
42 78 97040 
42 83 3205 
42 84 9288 
43 54 9429 
43 61 10977 
43 82 57729 
44 60 94994 
44 78 68626 
44 88 53465 
44 98 62419 
45 47 16418 
45 83 30576 
45 99 5614 
46 50 10334 
46 74 28299 
46 98 65566 
46 100 88251 
47 70 34345 
47 72 38982 
47 77 47969 
47 99 93814 
48 79 74941 
48 98 50479 
49 53 76909 
49 57 98250 
49 63 89184 
49 86 87943 
49 94 24693 
50 54 74433 
50 74 44851 
50 75 6764 
51 60 32753 
51 64 60891 
51 66 44057 
51 78 74167 
51 85 21397 
52 53 77534 
52 62 64258 
52 69 19887 
52 84 39725 
52 89 529 
52 93 12279 
54 89 39742 
55 68 99438 
55 82 4963 
56 61 4447 
56 87 73230 
56 93 73872 
56 94 3600 
57 62 25244 
57 67 81578 
57 95 63016 
58 62 15548 
58 91 36566 
58 96 38602 
59 75 41482 
59 88 1658 
59 89 86009 
59 99 29885 
60 75 66448 
60 91 91195 
61 66 18400 
61 72 13496 
61 78 76554 
61 87 98830 
62 72 4133 
62 84 29780 
62 95 30420 
63 69 81054 
63 92 62513 
64 78 76985 
65 82 63612 
65 91 92918 
66 81 53890 
66 82 36658 
67 88 34949 
67 100 40430 
68 92 6865 
70 90 91827 
71 97 66327 
72 89 19910 
72 90 90074 
73 100 30491 
74 78 71037 
74 84 65772 
74 93 10575 
75 77 49939 
75 83 66793 
76 87 36152 
79 91 53314 
80 89 58710 
81 99 43468 
81 100 51915 
82 92 57998 
82 96 33277 
82 99 88107 
83 97 66407 
84 87 4213 
85 93 3847 
90 100 3790 
92 95 94809 
93 100 58177 
95 96 392 
