            1
          500         625         125 1063
     353     373     298      24      70     334       1     464     469     236
       7     438     316      69      56      22     217     410     487     111
       3     290      12     347     402     285      54     477     107     340
     305     184     235     413     282     450     374     263     246     160
     493     409     183     249     257     207     233     125      31     161
     310     321      64     202     212     416     289     368     300     226
     286     129      27     452     225     426     272      84     328     230
      20     182     136       4     199     403     145     431     198     441
     386      40      71     446     422      49     248     453     153     499
     103      41     143     141     379     384     105      29     154     457
     372     124     144      59     270     428     197     319     397     162
     460     346      18     301     443     495     118      32     268     420
      78      36     242     359     104
      26      74      97      45      32      65      47      54      78      86
      57      74      85      88      24      11      93       4      71      79
       4      50      23      41      51      65      84      33      97      29
      59      53      94      33      70      73       8      55      24      18
      29      16      79      74      12      63      94      34      43      58
      33      15      56      92      74      74       8      66      86      62
      55      26      63       9      19      23      77      19      22      72
      34      69      70      97      66      71      34      77      97      75
      97       6      63       3      16      93      41      59      11      88
      43      62      50       4      75      39      66      85      47       3
       4      28       1      81      76      61      39      77      84      84
      90      66      27      34       3      31      33      80      43      10
      68      41      98      68      91
   112     3    10   102     3     9   102   264     5
   112    89     7   112   160     7   210   160     5
     3    73     5   377   160     6    73   118     7
   102   158     2    73   344     5   120   377     3
   118   274     8   345   112     7   344   406     7
   210    66    10   158   205     4   148   274     2
   408   112     4    12   274     8   274   307     7
    66   358     6   258   377     8   345   125     7
    64    89     3   365    66     7   210    45     6
    38   358     1    87   345     1   337    66     7
   258   437     2    34   258     2    45   246     7
   191    87    10   499   102     6   191   241     1
    38   212     1   206   437     4   443   408     2
   372   120     2   246   348     4   408   492     5
   336   258    10   337   230     4   102   240     1
   102   122     4    87   479     4   424    89     4
   278    34     4    91   112     1   427   479     7
   327   336     2   102    92     9   131   112     8
   306    34     8   322   112     8    73   463     5
   419   492     7    78   118     6   125   100     3
   408   373     2   108   327     7   212   265    10
    12   495     5    68   492     1   322   273     5
   319     3     8    64   429     9   463    79     4
   265    53     4   296   264     3   178   264     1
   131   455    10    75    66     6   118    31     8
   175    75     9   135   175     7    13   322     8
   194   327     7   138   429     7   482    53     9
   212   133     5   373   448     2    87   323     3
   457   273     5   108    76     4   274   379     8
   409   372     7   372   415     9   340   210     2
   373    24     2   500   230     7   100   202     9
   275   175    10   481   373     9    86    78     9
   370    45     3   327   432     9   291   202     6
   120   123     8   456   191     7   345    81     1
   482    65     1   241   320     1   486   102     9
   429   220     8   457    63    10   384   246     3
   481   238     7   282    34     4   118   253     9
   411    86     8   246   402     7    87   413     8
   482   247     8   419   459     7   319    28     3
   410   123     2   232   492     8   136   320     5
    98   358     5   340   435     6    75   166     5
   243    45     5    69   455     7    98   414     5
     7    75     9   328   232     5   142   327     2
   125   159     5   418   481     1   120   252     4
    31    41    10   139   275     3   370   466     8
   480   427    10    83   273     6   477   365     9
   499   110     3   194     4     1   413   204     4
    76   420     7   336   290     1   299   120     4
   497   142     2   322   339     5    34   242     2
   146   410     8   109   274     4    37   344     9
   187    41     8   135   351     8    20   230     4
   478   323     2   418   487     8   459   182     9
   426   175     4   463   312     3   194   342     2
   385   278     6   182    72     9   245   220     3
   134     4     4    62   385     7   143   159     4
   222    79     5   273   324     8    63   129    10
   163   420     2   424    14     4   219   463     7
    85   210    10   299   193     8   181   282    10
   339   217     7   355   166     1   267   418     5
   158   161     1   392   252     3   396   424     3
   480   203     9   385   200     7   146   114     4
    28   209     8    37   446     4     4   488     4
   210   132     9     7   361     8   319    51     6
   452   217     7   331   112     2   435   226    10
   160   269     6   343   324     5   371    79     2
    11   355     3   145    64     6   481   461     1
   490    68     7   428   206     2    25   497     8
   302   114     6    45   231     3    35   182     1
   441   342     6   306   208     8    96   492    10
    23   161     9   146   298     4   157   490    10
   122   104     6   349   361     9   189   410    10
   112    42     7   412   290     1   270    98     5
    20   422     1   336   389     6   270   186     8
   385    88     8   302   177     3   287   231     2
   171   241     5   193   394     7   123   257    10
   463   374     8   193   165     1   389    99     1
   311   389     3    67   441     7   382   204     1
   439   323     5   159   316     9    29   418     8
    17   157     3   424   154     4   337   121     5
   287   444     2   474   408     8   445   210     8
    86   283     1   215   163     8   207    25     9
   388    17     7    62   289     3   446    90    10
   130    20     2    82   267     3   372   317     3
   362   123     8   449   414     5   135    33     9
   462   355     5   271   406     6   163   325     9
   132   369     7   375   435     1    42   398     2
   412   447     9   301   307     4   358   436     8
   251   317     3   423   200     8   385   167     7
   405    73     7    81   483     5   323   330     4
   318   291     8    48   466     7   424   169     3
   426   255     8   252   140    10    39   355     5
   400   219     4    18   455     4   204   383     2
   181   440     7   492   363     3   259    25    10
   450   448     1   489   408     4   449   476     3
   439   338     2    24   393    10   354   340     1
   326   369     7   237   400     4   429     1     3
   275   244     2   146   333     6   366   298     8
   282   417     9   179   110     8   301   485     5
   187    22     4   350   495     6   478    58     4
     2   129    10    60   100     4   390   440     9
   348   294     2   478   144     3   256     4     9
    29   236     4   400    49    10   455    36     8
    22   292     6   159   254     7   181    47     5
   279   383     8   425   282     2    66    95     2
   300   405     7   363   201     6   437   223     4
   157   147     1   219    71     7    16    66     6
   483   218     9   225   205    10   257   304     3
   182   198    10     7   454     9   397   437     1
    32   287     9   281   104     7   431   389     3
   123    56     1   238   391     4    81   263     1
    80    85     4   441   380     6   395   466     3
   264   498    10    19   144     6   472   330    10
   496   455     4   159   176     7    40   338     9
   189   155     8   432   277     8    51   360     7
     5   125     6   126   372     7   193   128     8
   103   411     5   363    21     9   216   369     3
   432    93     1   430   240     1   297   148    10
   102   268     4   403   413     5   181   335     1
   151   337     5   377   434     5    40    54     8
   243   401     4   314   384     5   278   239    10
   130   227    10   180    45     2   373   285     8
   189   174     7    94    63     8    70   482     1
    25   353     5   457   262    10   266   181     2
    59   452     4   307   367     6   303   257     1
   471    18     8   445   162     2   173   147     2
   239   352     1   275   438     9   314   313     7
   467   264     8   378   336     4   243   105     9
   293    16     3   201   442    10   192   201     5
   425   106    10   272   220     8    61    85     9
   144   460     5    42   464     1    89   332     3
    97   297     4   234   252     8   368   180     7
   143   261     5    39   386     1   197   411     5
   414   451     6   288    11     1    44   208     4
   172   236     4   356    62     9   194   453    10
   142    52     8    67   152     2    84   442     7
