            1
          500       12500          83 113
     475     437     229     395       2     243     455      62     288     403
      36     492     317     302     292     433      96     396     139      20
      35     346     439      81     380     312     150     474      46     438
     375     473     201      47     472      52     198     499      76     240
     232      84     401     480      25      32     410     415     373     463
     486     216     389     479     299     322     413     148      83     282
     162      95      68      16     460     425     125     454      12     483
     402     276     300     330     327     223     236     464     441     278
     408     313      98
      26      74      97      45      32      65      47      54      78      86
      57      74      85      88      24      11      93       4      71      79
       4      50      23      41      51      65      84      33      97      29
      59      53      94      33      70      73       8      55      24      18
      29      16      79      74      12      63      94      34      43      58
      33      15      56      92      74      74       8      66      86      62
      55      26      63       9      19      23      77      19      22      72
      34      69      70      97      66      71      34      77      97      75
      97       6      63
   346   393     1   393   106     1   364   346     5
   229   346     6   346    48     4   346    85    10
   213   229     5    85   259     8    24   229     5
   430    24     2   129    24     9   198   346     2
   393   220     8   259     7     8    17   220     4
   475    48     7    17    36     5    24    59     9
   435   430     7   426    48     2   217   198     8
   435   207     9   372     7     9   152    36     9
     7   226     4   491   393     7   491   134     1
   359   229     7   213   434     3   393   443     7
   220    14     3    85   249     8   198   195     8
   469    85     5   430   175     3   153   434     8
   393   255     6   119   346     1   152   331     9
   393    15     6   360   217     9    85    52    10
   173    17     1   213    94     7   297   475     1
   426   377     1   396   152     3   418   175     8
   220   227     1   222    85     8   217    31     6
   119    45     7    36   495     4   461     7     4
   490   195     6   381   119     5    47    45     2
   429   331     3   469   486     4    44    15     5
    99   222     6   343   434     1   361   346     8
   348   381    10    31   335     5   346   371     2
    31   453     3   206   359     6   297   112     3
   316   435     5   441   418     1   331   405     4
   137   443     7   361   113     5   475   370     6
   129   291     3   476   441     9    57    15     7
   343   424     2   396   174     5   129   240     9
   288    59    10   304    24     8   370   272     9
    86   405     9   407   213     7   192    31    10
   214   192     3   104    15     6   134   190     5
   457    48     4   328   134     2   396   165     1
   375    57     9    85     8     8   272   327     8
   438    48     7    41    86     9   101   206     6
   495    34     5   439   335     1   249   234     8
   314   490     6   426   367     6   264   441     6
   315   174     2   112   326     2   229   390    10
   265   441     8   332    44     5    69   213     3
    24   139     8   140   439     1    80    52     3
   289   327    10    34   437    10   184   152     6
    89    17    10    52   157     7   227   205     3
   190    97     4   424   481     9   152    19     7
   439   324     5   273    14     9   495   162     2
    15    49     3   425   213     4   297   115     9
   130   443     8   197   476     1   287    47     1
   417   259     8    10   297     1   171    47     6
   484   453     7   477   453    10   384   438     5
   198   280     9   424   450    10    23   324     9
    31   211     8   315   340     7   346   122     4
    74   426     1   401   348     3   500   226     8
    95    36    10   184   496     1   201    14     2
   350   173     7    49   218     4   189   240     1
   258   457    10   424   452     5   246   407     7
   183   140     5   209   134     4   222   385     1
   321   424     5    17    96     7   315    78     9
   398   119     8   236    15     6   251    48     4
   154   183     9   122    64     5   399   461     5
   348    62     3   205   413     4   381   187     3
    65   491     7   381   144    10   271   418     4
   442   130     4   137   474     1   346   231     6
   418   389     7    98    34     4   326   338    10
   365   222     3    63   304     8   328   337     1
   186   418     9   424    61     2   240   155     8
    47    72     8   230   154     7   174   107     1
   317   115     8   375   497     4   427    99     7
   219    97     1   262   360     8   449   343     6
   485   405     7   484   276     5     9   206     6
   358   206     2   222   444     6   371   362     2
   380   495     2   320   340     2   271   499     8
   450   202     4   363   418     2   431   367     2
   361   409     9   375    42     4   186   445     1
   261   165     9   153    90     9    95   308     6
   345   365     3   312   189     5    92   198     2
   408   350     7   442   341     2   372   177     1
   218    58     8   171   182    10   354   308     9
   445    81     9     9   142     7    76   171     7
    83    65     5   205   305     3   486   244     3
   247   173     3   182   208     3   322   112     8
   442   215     6   290   215     3   276    71     3
    53    63     1   336   321     7   379    78     3
    81   378     2   104   433     4   389   143    10
   324   415    10   183   199     7    56   434     2
    60   184     7   325   377     8   463   316     4
   292   418     6   398    66     3   128    19    10
   412    53    10   280   274     4   222   342     3
   199   298     3   355   360     5   463    29     9
    88   365     3   100   173    10   233   320     6
   473    59     2    55   427     3   451   119     9
   308   416     8   363   284     5   274   110     5
    20   431     7   410   398     4   357   412     5
   107   221     6   247   126     9   397   375     3
   129   498     7   255   307     6    22   345     9
   140   373     5   335   309     8   426   224     7
   470   233     5   359   466     6   427   120     3
   319   207     6   337   465     8   163   363    10
   224   471     5   445   193     1   432   342     9
   386   272     1   174   194     2    36   260     1
   403   174    10   344   384     9   145    71     9
    27   271     7   449   185     3   133   106     1
   304    32     8   287     6     4   205    26     8
   231   323     5   296   246     9   141   415     6
   231   138     2   380   283     3   167   381     7
   109   416     4    56   440     4   238   157     1
    68   342     3   107    79     9   407   243     9
   234    84     4   152   228     8   400   153    10
   287   383     7   198   114     4   172    53     1
   202   225     8   295   243     6   356   315     5
   166   128     4   470   492    10    39   104     8
   170    68     7   474   123     6   486   302     6
   230   428     7   262   248     3   352   409     2
   123    38    10   246   118     1   290    46     9
   349    57     1   199   268    10    40   361    10
   210   497     2   181     9     7    85   250     7
   288   421     8   193   285     6   398   446    10
   265    70     7    53   330     9   382   416     7
   350   275    10   327   482     2   159    97     4
   186   489     7   201   257     5   268     1     2
    59   301     9     1   176     7   436    53     8
   137   164     8   306   426     6   293   315     6
   292   395     3   343   310     7   244   334     7
   368    40     2   497   479     7   335   124     8
   345   125    10     5   173     2   481   478     5
   205    75     9   435   168     2   417   135     6
   203   465     9   414   271     5   492    51    10
   212   469     1   461   111    10   438   318     5
   334   468     5     1   136    10   268    87     3
   404   123    10   143   191     1   221   116     9
   480   499     4   407   366     2   432     2     5
   352     4     7   255   241     4    96   462     4
     6   394     2   451   447     7     7   161     9
   183   391    10   199   179     4   132   233     5
   126   266     9    16   308     7    90   467     3
   405   494     6   374    60     8   269   296     8
   497   108     9   346   278     5   472   476     5
   247   105     9    19    54     2   250   158     4
   236   294     6   157   422     9   180   405     9
   334   420     3     3   366     8   455   404     8
   443   149     3   291   329     4   300   389     5
   340   253     8   470    50     7   270   257     4
   401   131     6    83   347     3    39   102     8
   128   392     3   411   163     2   428    21     3
   353   455    10   483   130    10   390    91     1
    61   277     3   413   448     1   372   151     8
   239   363     1   187   160     2   196   396     1
   237   142     4    74    35     5   303   362     4
    12   317     8   387   414     9    65   254     8
   351   326     7   107   282     7   479   369     6
   369    11    10   206   333     2   464   233     1
   242   226     1   263    50     2   192    13     4
   103   342     2    96   423    10   204   307     1
   178   478     6   158   146     1   391   406     3
   499   313     2   337   286     6   208   256     6
   458    53     6   339   294     2   456   361    10
    30   327     8   295   121     9    33   143     6
   311   476     5   109   147     8   395   169     2
    43   221     4   328   232     9    39   188     9
   245   231     5   491    28     8   156   298     2
   362   281     3    82   249     7   244   488     6
   390    25     4   299    78     2   376   445     3
   269   460     6    73   492     4   252   430     9
   259   493     4   150   372     1   106   148     2
   459   457    10   117   481     5   349   216     6
   200   116     7   232   267    10    93   249    10
   381   127     4   198   402     6   279   300     7
    71   419    10   422   223     1    13   235     3
   367    67     2   360   454     9   234    77     8
   301    18     6   487   330     7    37   157     7
   388   203     3   478    43     7   467   122     9
   162   318     4   183   393     6   329   454     7
   156   133    10   292   142     3   497   476     3
   152   123     8   406   287    10    87   205     1
   258   103     1   364   106     3   441   393    10
   307   306     3    19    91     7   334   326     3
   253   381     7    74   492     4    61   257     9
   235   303    10    91   324     8   226   423    10
   422    28     7   238   499     6   140   399     9
   158   336     7   424   240     3   122   461     9
   281   132     8   184   367     9   293   471     5
   154   376     3    28   356     2   297   428     7
   401   397     3   258   342     4   481   216     9
    14   417     6   265   349     6    48   111     7
   338   400     8   340   158     7     6   247     7
   131   102     4    59   317     4   180   214    10
   478    12    10    93   172     5    33    75     2
    64    34     6   475   496     7   395   317     2
   225   456     6   182   407     9   364   354     5
   245   380     4    24   314     3   488   479     7
    13    19     9   358   234     4   161   346     2
   125   285     1    85   285     5   351   198     1
   471    72     5   155   449     1    81   112     5
   200   390     3   179   240     6   344   256     8
     5   284     1   420   330     5   344   163     1
   360   181     5   354   414     4   149   185     4
   290   197     6   399   201     8   236   472     5
   195   150     6   440   277    10   481   345     2
   177   170     4   192    23     9   242    91     3
    63   462     8     7   143     6   422    47     2
   494   447     8   420   339     7    66   214     6
   150   213     2   210   372     1   482   485     4
   353   460     1   338   375     5   441   284     1
   479    66     4   122   472     1   409   462     3
   140    60     3   115     5     4   474   197     1
   313   381     9   476   201     4     8   133     3
    53    86     1   445   497     7     7   245     6
   258    67     2   491   296     6   308   203    10
   107    25     3    49   116     1   465   331     3
   406   128     6   163   464    10   484   119     6
   286   259    10   335   350     6    82   425     3
   366   289     9    33   412     8   476   385     3
   369   249     6   175   489     9   134   488     8
     1   411     4   284   394     9   277     3     1
   228   430     5   475   251     6   115   366     1
   463   129     3   405   489     9   327   196     9
   474   163     5   473   326     2   396   333     5
   266   490     4   395   307     7   369   156    10
   272   114    10    64   470     1    90   364     2
   146   443     5   132    10    10   379    56     4
   230   440     7   197   481     4    51   439     9
   489    10     4   259    36     7   195   351     2
   160   344     1   493   175     8   430   418     3
   339    48     5    78   232     5   270   305     8
    92   125     6   480   440     4   206   474     9
   403   324     4   316   382     5    24    98     2
   342    65     4   419   417     4   428     7     6
   205   168     7   221   324     7   448    22     9
   461   321     6   293   255     8    16    50    10
    67   243     5   231   298     6   335   243     2
   233    34     2   481   154     4   383    48     3
   467   194     9   440   434     6   334   216     2
    47   167     5   156   463     1    98   314     9
   425   336     7    41   142     6   250   228     6
   179   348     9   446   353     1   209    77     4
   264   464    10   496   226     5    74    16    10
   102   228     4   420   299     8   462   376    10
   281    87     7    67    84     7   269   364     9
   343    69     6   223   296     9   154    13     3
   187   207     3   113   303     8   265   395     1
    63   358     9   153    62     4   398   118    10
   383   245     9   410    37     6   328    66     3
   339   446     9   270   264     6   349    24     6
   442   456     5   352   236     3   108   477     2
   350   105     3   196    73     9   320   456     9
   333   122     2   402   230     3   289   207     9
   427   158     5   370   170     4   244   202     2
   414   225     6   170   446     7   155   288     6
   483   301     6   493    62     9   383   392    10
   367   100     7    32   272     4   475    88     8
   239   479     3   388    99     1   386   115     9
   340   316     5     9   279     3    25   114     4
   335   214     9   382    29     4   258   370     7
   478   393     8   400   484     8   258   290     6
   188    93     9   216   163     1   289   158     6
   302   414     8   221    18     1    59   486     8
   107   363     9    92   322     1    23   284    10
    92    31     4   120   269     1   407   313     5
   116   140     9   451    28     6   389   478     5
   355   291     7   479    96    10   221   455     2
   203   251     5    99   441     6   328   262     8
   254    14     7   357   118     5   305   454     5
    47   125     4   238   464     3   188    36    10
   112   247    10   390   119     3   195   101     4
   327   227     3   341    52     1     9   118     8
   116   459     8   207   198     2   140   312    10
   113   213     5   469   364     4   378   228     9
   335   465     9    63   292    10   322   280     1
   171    50     5    81   103    10    61   191    10
    84   159     7   102     7     1   288    54     6
   261   303     4   138   366     8   194   102     1
   239   444     6   367   442     3   445   359     1
   176   416     8   450   255     7    28   111     3
   226   453     1   308    56     1   418   104     7
   416   348     5   301   373     1    82   284     2
   438   469     9   357   429     6   114   199     2
   319   386     8   200   348     7    73   479     9
    19    99     2   468   448    10   250   335     7
   170   241     5   255   161     3   343   171     9
   415   426     3   311   181     3   197   227     2
   429   118     7   118   120     1   347   386     1
    20    58     4   432   338     5   326    85     1
   348     5     5    26   170     9   322     8     9
   105    70     7   412   151     2    47   435     5
   479   218     7   346   426     8   223   188     1
    72   288     5    90    82    10    52   378     5
   487   474     9   254   494    10    94   440     9
   272   156     5   110    18     2    98    68     1
    76    37     3    24   155     5   292   374     3
   496   132     5    69    64     2   447   159     1
   105   333     3   462   433     4   275   178     2
   270   200     4   147    65     7   325    24     8
   123    68     2    28   165     3   244   121     2
   218   458     2    89   220     1   373   266     2
   275   323     4   153   489     1   248   342     9
   108   269     6    45   239     2    41   429    10
   262   226    10   235     4     8   491   144    10
   203   284     4   103   178    10   330    73     3
    16   114     2   372   409    10   412   394     6
   350   333     6   323   462     9    83     9     4
   192   377    10   319   300    10   252   463    10
   242   235     3   316   204     9   396    72     3
    42   303     8    58   339     3   319    82     6
   277   352     6   496    43     3   167   244     5
   434    64     9   138   372     2   125   111    10
   154   445     4   206   202     8   408    31     9
   355   235     1   197   420     6    27   295     4
   260   289     4    10    94     4    73    52     8
    81   455     8   417   242     8   290   238     3
   139    83     6   310   144     7   160   353     4
   489   241     3   250   337    10   445   118     8
   358    40     3    52    92     2   484   245     3
    62   413     4   244   448    10   188   235     5
   327   179     6    42   340     7   208    14     9
   274   328    10   165   148     2   327   240     9
    13   341     4   165   307     9   369   202     5
   301    46     8    42    26     8   285    46     3
   141   272     3   120   415     1   497    18     9
    36   358     9   142    27     3    17   294     1
   439   266     7   239   371     1   423   295     6
   418   426     5   194    53     2   405   358     1
   216   229     2    74     2     3   124   387     6
   491   116     6   495    93     5   319   451     1
    37   271     8   408   325     8   390   428     2
    13   417     9     1   177     2   268   436     8
   192   344     3   216   313     9   327   248     5
   316   230     9   247     9     5   272   315     1
   220   235     6    32    19     7   252     2     6
   358   188     1   187   293     3   234    26     8
   293   417     5   233    63     3   224   480     3
   103   384     6   343   382     3   186   364    10
    87   190     1    84   193     3   144   450     9
    45   120     2   353   260     9   217   184     9
   249   113     9    20   226     7   237   231     7
   228   166     2     1    14     5   107   296     3
    13   346    10   498    88     1    84   274     5
   302   283     6   254   326     6   423   350     5
   245   430     9    65   188     6   136   142     5
    61   233     9   429   204    10   401    68     3
   403   353     1    38    15     3   429    47     6
   196    85     6   264    78     7   371    74     6
   104   154     7   270   482     8   416   277     2
   453   305     6   143   148     3   171   311     8
   406   347     3   377   486     4   409   239     1
