1 
100 319 14  133567
24 
28 
29 
31 
40 
41 
53 
54 
56 
64 
75 
86 
93 
98 
2198 
11664 
1333 
15246 
10434 
29160 
25428 
4138 
4772 
6542 
3671 
21668 
8132 
18341 
1 29 15072 
1 34 5614 
1 53 15124 
1 57 13211 
1 75 8404 
2 4 8784 
2 22 12526 
2 23 8102 
2 37 12884 
2 62 8387 
2 67 9487 
2 72 10915 
2 76 14845 
2 82 12728 
2 89 15016 
3 12 8804 
3 30 14438 
3 41 7913 
4 22 14928 
4 23 9385 
4 37 7768 
4 62 10502 
4 72 14318 
4 89 15596 
5 20 9170 
5 24 12348 
5 33 14232 
5 43 8048 
5 55 14271 
5 59 10173 
5 64 6589 
5 68 12055 
5 85 12774 
5 88 12915 
5 92 15012 
6 9 13432 
6 11 9245 
6 17 13770 
6 19 10603 
6 49 8762 
6 51 5961 
6 65 2713 
7 8 14578 
7 18 9697 
7 58 13526 
7 63 13284 
7 93 12556 
8 58 4507 
8 63 10103 
8 74 3031 
9 17 3708 
9 19 14913 
9 41 12931 
9 50 3163 
9 60 13852 
9 65 15820 
9 71 15899 
9 97 13618 
10 35 15009 
10 54 12872 
10 77 10661 
10 87 8803 
10 98 12696 
11 17 15101 
11 19 3583 
11 49 9210 
11 51 11249 
11 65 7962 
12 25 10274 
12 26 14021 
12 30 9393 
13 15 12485 
13 18 14520 
13 32 10482 
13 36 12657 
13 45 8437 
13 58 12591 
13 63 7019 
13 90 8477 
13 93 11128 
14 31 14540 
14 40 10033 
14 42 1777 
14 46 7454 
14 47 9894 
14 48 8790 
14 70 13164 
15 18 11672 
15 45 8521 
15 90 4417 
15 93 7773 
16 37 11801 
16 38 15942 
17 19 12504 
17 41 15342 
17 50 6072 
17 60 11749 
17 61 15857 
17 65 15759 
17 71 12268 
17 97 10335 
18 63 15076 
18 90 9725 
18 93 4396 
19 49 12620 
19 51 13987 
19 65 10163 
19 71 14054 
19 97 15925 
20 24 8552 
20 28 12142 
20 33 12691 
20 43 4872 
20 55 5153 
20 59 4885 
20 64 8358 
20 85 13779 
20 88 3801 
21 22 7018 
21 24 11277 
21 33 9359 
21 62 9639 
21 72 8923 
21 76 9547 
21 81 13965 
21 85 12435 
22 62 4637 
22 72 1966 
22 76 4258 
23 36 15124 
23 37 7291 
23 62 15627 
23 67 10803 
23 89 7156 
24 33 4437 
24 43 12986 
24 55 10860 
24 59 13427 
24 64 6392 
24 85 6938 
24 88 10136 
25 26 7140 
25 27 15527 
25 30 5647 
25 99 15933 
26 27 9358 
26 30 12746 
26 96 15848 
26 99 9333 
27 31 10343 
27 44 9311 
27 96 9825 
27 99 1659 
28 43 8835 
28 55 11496 
28 59 7437 
28 88 11345 
29 34 9672 
29 53 5183 
29 75 7398 
30 78 13935 
30 83 12146 
30 94 14733 
30 95 11670 
31 42 12867 
31 44 7862 
31 70 10232 
31 99 11594 
32 36 2245 
32 45 10419 
32 63 15261 
32 89 9830 
33 55 15297 
33 64 7643 
33 81 11690 
33 85 3718 
33 88 14564 
33 92 13179 
34 53 10812 
34 75 2824 
35 40 15920 
35 48 15301 
35 66 12310 
35 79 9957 
35 86 11624 
36 45 12382 
36 89 8062 
37 89 9941 
38 39 10166 
39 52 13402 
39 81 9809 
39 92 15876 
40 42 11536 
40 46 4256 
40 47 15691 
40 48 6010 
40 66 9036 
40 70 15619 
40 79 9623 
41 50 9769 
42 46 9198 
42 47 10662 
42 48 10567 
42 70 12418 
43 55 8142 
43 59 2190 
43 64 10712 
43 88 7004 
44 70 15115 
44 96 9848 
44 99 9436 
45 63 15436 
45 90 7575 
45 93 12839 
46 47 11452 
46 48 2372 
46 66 12654 
46 79 12679 
47 48 10407 
47 54 8711 
47 69 9026 
47 78 15757 
47 87 12905 
48 54 14493 
48 66 13331 
48 79 12933 
49 51 4813 
49 65 6081 
50 60 13392 
50 97 14513 
51 65 4206 
52 81 12895 
52 85 15491 
52 92 6410 
52 100 7672 
53 75 9699 
54 69 7079 
54 77 10181 
54 87 4527 
55 59 6631 
55 64 12967 
55 88 1356 
56 57 7286 
56 84 15551 
56 91 7778 
57 91 14891 
58 63 5635 
58 74 7044 
59 64 12137 
59 88 5707 
60 61 6123 
60 71 10010 
60 80 6994 
60 83 11937 
60 91 15440 
60 94 9803 
60 95 14648 
60 97 5957 
61 71 8075 
61 80 4245 
61 83 13239 
61 91 9355 
61 94 10624 
61 95 15058 
61 97 6070 
62 72 3822 
62 76 8268 
62 82 15336 
63 74 12658 
63 90 13500 
63 93 13502 
64 85 6594 
64 88 11753 
64 92 12261 
66 79 2354 
66 86 11557 
67 82 10028 
67 89 14083 
67 98 7460 
68 92 14672 
68 100 13820 
69 73 15715 
69 77 13908 
69 78 10994 
69 87 10887 
71 80 12288 
71 91 13345 
71 97 4148 
72 76 4462 
72 82 14225 
73 91 13665 
74 86 13976 
76 82 14722 
76 84 14321 
77 87 6805 
77 98 10391 
78 83 13614 
78 94 15288 
78 95 10587 
79 86 10430 
80 83 9308 
80 91 10209 
80 94 6693 
80 95 10875 
80 97 9749 
81 85 10189 
81 92 10805 
82 84 8930 
82 98 13918 
83 94 2624 
83 95 3072 
85 92 9493 
87 98 15631 
90 93 5329 
91 97 14034 
92 100 11538 
94 95 4859 
94 97 14885 
96 99 8385 
