            1
         1000        5000         167 486
     562      81     914     940     301     876     393      94     566     989
     611      49     837     979     919     126      78       5     999     807
     765     593     461     371     260     195     289     268     816     733
     839     120      51     835     213     389     977     599     435     173
     506     348      79     416     631       8     617     518     384      72
     658     862     896     969     390     253     343     794     804      35
     462     754      15      74     430     256     534      16     616     728
     394     993      76     745      68     802     258     609     502     868
     957     409     445     148     210     844     408      44     163     686
     143     739     683     725     218     488     357     448     271     266
     682     699     740     727     962     100     521     149     317      83
     673     227       9     245     117     194     587     190     908     621
     671     891     638     279     523     548     680     527     874     182
     836     212     339     929     934     744     924     581     905     419
     651     403     537       3      29     748     972     490     388     455
     930     243     241     515     672     869     701      37     857     935
     709     536     982     959     497     369     577
      26      74      97      45      32      65      47      54      78      86
      57      74      85      88      24      11      93       4      71      79
       4      50      23      41      51      65      84      33      97      29
      59      53      94      33      70      73       8      55      24      18
      29      16      79      74      12      63      94      34      43      58
      33      15      56      92      74      74       8      66      86      62
      55      26      63       9      19      23      77      19      22      72
      34      69      70      97      66      71      34      77      97      75
      97       6      63       3      16      93      41      59      11      88
      43      62      50       4      75      39      66      85      47       3
       4      28       1      81      76      61      39      77      84      84
      90      66      27      34       3      31      33      80      43      10
      68      41      98      68      91       5      61       6      56      80
      69      93       6      43      88      93      45      59      16      99
      58      49      82       1       7      30       6      65      17      98
       1      14       2      98      24      88      50      37      92      41
      78      25      37      26      38      23      42
   222   816     5   525   816     9   667   525     1
   849   667     8   525   471     3   849   205     3
   889   471     6    16   816     5    16   390     1
   280   667     5   540   525    10   540   878     4
   849    50     4    32   222     5   849   708     9
   525   734     8   819    16     2   889   848     3
   848    64     9   956    64     8   948   222     4
   816   428     2   696   734     4   734   210     3
   280   803     8   696   538     1   538   386     4
   354   280     9   276   819     8   541   816     1
   326   541     8   418    64     4   464   538     1
   878   938    10   878   564     5   418   130    10
   333   471     7   816   426     7   956   756     5
   816   551     2   616   276    10   661   541     8
   901   756    10   878   686     2   708   743    10
   661   400     1   471    89     4    89    10     3
   956   313     5    59   551     7   819   357     5
   356   428     5   395   734     2   126   878     6
   816    26     2   938   201     4   686   215     8
   237   333     9   694   525     2   526   237     5
   677   667     1    32   135     7   502   395     4
   366   551     7   134   540    10   734   989     3
   419   280     4    84   743    10   428   683     4
   276   264     8   326   408     2   319   395     5
   817   280    10   370   901     5    84   790     5
   961   683     8   881   743     9   557    84     9
   540   970     2   557   367     3   357   799     5
   326   191     7   126   988     4   799   106     6
   694   148     1   616   504     5   686   863     2
   677   874     3   150   557     6   326   967    10
   419   865     1    26   607     6   599   148     9
   708   446     7   557   774    10   326   159     2
   314   881     4   987    16     5   468   314     1
   180   686     1   158   191     7   824   446     7
   418   887     6   126   269     8    84    69     2
   428   160     3   797   961     2   159   749     4
   734   284     7   525   876     6   631   418     9
