            1
         1000        5000         500 1042
     138     735     867     871     798     511     200     569     568     160
     237     526     814     288       5     876     141     785      80     739
     831      19     172     571     177     252     984     650      26     148
     514     607     446     664     116      25     394     203     405     610
     253     958     121     342       9     127     453     348     777     654
     372     555     679     367      35     434     931     423     280     404
     443     920     943     692     728     763     951     743     536     263
     601     992     475     336     666     605      93     278     333     667
     232     907      48     663     191      45     756     293     694     906
     844     272     780     955     874     390     178     652     474     886
     340     117     284      83     790     883      91     402     770     683
     289     561     789     104     416     972     669     241     580     436
     797      46     583     941     133      94      29      66      59     291
     687     450     259     954     842     799     804     975     458     619
     826     942     924     836     282     696     932     803     768     967
     653     813     916     597     676     612     930     849     542     626
     710     532     724     742     489     525     418     530     312     850
     369     194     765     618     467     265     557     326     169     275
     322     845     204     421     806     641     774     113      53     188
     656     595     919     543     545     866     655     731     983     559
     417     482     671     255     360     465     508     396     362     893
      32     205     218     839     535      39     723     315     328      96
     444     781     179     215     437     606     463     974     331     638
     365     589      74     371     266     234     518     321     380     823
     410     246     346     107     181     464       1     182     325     579
     347     193     273     815     869     705     317     190     980     935
     106     466      95     229     447     510     725     523     248     950
     192     947     878     426      81     659     593     319     629     228
     411     660     857     459     549     501      27     733     567      18
     887     173     488      22      31     357     625     976     531     734
     189     156     378     217     834     802     358     750     298     996
     981     491     247     718     352     220      40     832     171     414
     268     492     415     174     202     150     512     868     720     547
     913     572     139     791     197     503     513     989     592      78
     186     230     430     374     792     784     915     250     904     103
      99     345     497     716     788     819     452     287     126     320
     441     675     630     835     585     427     896     500     334      38
     773     350      33     807     647     611     216      30     136     539
     645     699     162     151     617     401      70     787     493     751
     757     359     176     779     977     982     812     685       6     786
     245      82     809     498     461     582     406     544     267     109
     631     159     921     483      73     979     283      84     573     863
     740     424     233     521     998     761     764      47     923     717
     509     963     168     355     795     387     257     817     499     478
      11     909     894     175     833     755     537     198     574      61
      75     147     682     827     487     130     938     554     409     937
     120     534     639     945     524     264     590     928     236     753
     413     356       8     956     897     709     594     281     407     183
     766     681     870      58     847     279     337     506     373     640
     167     613      57     934     170     368     105     782       4     944
       3       7       9       5       3       6       5       5       8       8
       6       7       8       8       3       1       9       1       7       8
       1       5       3       4       5       6       8       3       9       3
       6       5       9       3       7       7       1       5       3       2
       3       2       8       7       2       6       9       4       4       6
       3       2       6       9       7       7       1       6       8       6
       5       3       6       1       2       3       7       2       2       7
       4       7       7       9       6       7       4       7       9       7
       9       1       6       1       2       9       4       6       1       8
       4       6       5       1       7       4       6       8       5       1
